loan_id,origination_date,year,month,quarter,tranche,vehicle_type,credit_band,fico_score,original_balance,term_months,annual_rate,monthly_payment,charged_off,charge_off_month,charge_off_balance,recovery,deficiency_paid,net_loss
AL000053,2007-01-01,2007,1,1,2007-Q1,New,Subprime,583,25600.0,60,0.137,591.69,False,,,,False,0.0
AL000054,2007-01-01,2007,1,1,2007-Q1,New,Near Prime,643,36900.0,48,0.0959,928.63,False,,,,False,0.0
AL000055,2007-01-01,2007,1,1,2007-Q1,New,Near Prime,646,27900.0,48,0.0946,700.4,False,,,,False,0.0
AL000056,2007-01-01,2007,1,1,2007-Q1,New,Prime,688,15900.0,48,0.0749,384.37,False,,,,False,0.0
AL000057,2007-01-01,2007,1,1,2007-Q1,New,Prime,684,26800.0,48,0.0873,663.49,False,,,,False,0.0
AL000058,2007-01-01,2007,1,1,2007-Q1,New,Subprime,586,25400.0,36,0.1365,863.8,False,,,,False,0.0
AL000059,2007-01-01,2007,1,1,2007-Q1,New,Prime,680,26300.0,36,0.0692,811.11,False,,,,False,0.0
AL000060,2007-01-01,2007,1,1,2007-Q1,New,Subprime,590,32800.0,48,0.1388,894.34,False,,,,False,0.0
AL000061,2007-01-01,2007,1,1,2007-Q1,New,Super Prime,822,30900.0,36,0.0535,930.96,False,,,,False,0.0
AL000062,2007-01-01,2007,1,1,2007-Q1,New,Super Prime,819,34200.0,48,0.051,789.15,False,,,,False,0.0
AL000063,2007-01-01,2007,1,1,2007-Q1,New,Near Prime,658,29700.0,48,0.106,761.86,False,,,,False,0.0
AL000064,2007-01-01,2007,1,1,2007-Q1,New,Near Prime,675,21100.0,60,0.0922,440.26,False,,,,False,0.0
AL000065,2007-01-01,2007,1,1,2007-Q1,New,Super Prime,795,27000.0,48,0.0555,628.54,False,,,,False,0.0
AL000066,2007-01-01,2007,1,1,2007-Q1,New,Near Prime,674,18000.0,36,0.0953,576.85,False,,,,False,0.0
AL000067,2007-01-01,2007,1,1,2007-Q1,New,Super Prime,842,20700.0,48,0.0604,486.52,False,,,,False,0.0
AL000068,2007-01-01,2007,1,1,2007-Q1,New,Prime,683,21400.0,48,0.0827,525.15,False,,,,False,0.0
AL000069,2007-01-01,2007,1,1,2007-Q1,New,Super Prime,737,22200.0,60,0.0564,425.48,False,,,,False,0.0
AL000070,2007-01-01,2007,1,1,2007-Q1,New,Prime,716,31000.0,48,0.0688,740.61,False,,,,False,0.0
AL000071,2007-01-01,2007,1,1,2007-Q1,New,Super Prime,740,27800.0,48,0.0645,658.63,False,,,,False,0.0
AL000072,2007-01-01,2007,1,1,2007-Q1,New,Near Prime,660,17700.0,48,0.0959,445.44,False,,,,False,0.0
AL000073,2007-01-01,2007,1,1,2007-Q1,New,Near Prime,655,27900.0,48,0.0989,706.14,False,,,,False,0.0
AL000074,2007-01-01,2007,1,1,2007-Q1,New,Near Prime,659,19700.0,48,0.0884,488.74,False,,,,False,0.0
AL000075,2007-01-01,2007,1,1,2007-Q1,New,Near Prime,644,29400.0,36,0.0965,943.83,False,,,,False,0.0
AL000076,2007-01-01,2007,1,1,2007-Q1,New,Subprime,586,27900.0,36,0.1367,949.09,False,,,,False,0.0
AL000077,2007-01-01,2007,1,1,2007-Q1,New,Prime,688,22800.0,48,0.0762,552.56,False,,,,False,0.0
AL000078,2007-01-01,2007,1,1,2007-Q1,New,Subprime,603,28100.0,48,0.1314,755.81,False,,,,False,0.0
AL000079,2007-01-01,2007,1,1,2007-Q1,New,Subprime,625,36800.0,48,0.1374,1000.82,False,,,,False,0.0
AL000080,2007-01-01,2007,1,1,2007-Q1,New,Subprime,621,19900.0,48,0.1383,542.1,True,24.0,11716.72,6524.18,False,5192.54
AL000081,2007-01-01,2007,1,1,2007-Q1,New,Near Prime,648,22400.0,48,0.0893,556.68,False,,,,False,0.0
AL000082,2007-01-01,2007,1,1,2007-Q1,New,Super Prime,759,30700.0,48,0.0643,727.06,False,,,,False,0.0
AL000083,2007-01-01,2007,1,1,2007-Q1,New,Super Prime,807,28800.0,48,0.0627,679.94,False,,,,False,0.0
AL000084,2007-01-01,2007,1,1,2007-Q1,New,Subprime,612,21700.0,48,0.1357,588.31,False,,,,False,0.0
AL000085,2007-01-01,2007,1,1,2007-Q1,New,Subprime,583,19000.0,36,0.1311,641.19,False,,,,False,0.0
AL000086,2007-01-01,2007,1,1,2007-Q1,New,Near Prime,642,31300.0,36,0.0938,1000.88,False,,,,False,0.0
AL000087,2007-01-01,2007,1,1,2007-Q1,New,Super Prime,787,33200.0,48,0.0607,780.77,False,,,,False,0.0
AL000088,2007-01-01,2007,1,1,2007-Q1,New,Near Prime,667,41500.0,48,0.0955,1043.6,True,6.0,37876.12,19842.45,False,18033.67
AL000089,2007-01-01,2007,1,1,2007-Q1,New,Subprime,614,29900.0,36,0.1307,1008.46,False,,,,False,0.0
AL000090,2007-01-01,2007,1,1,2007-Q1,New,Near Prime,649,20600.0,48,0.0974,519.9,False,,,,False,0.0
AL000091,2007-01-01,2007,1,1,2007-Q1,New,Prime,682,25300.0,48,0.0786,615.99,False,,,,False,0.0
AL000092,2007-01-01,2007,1,1,2007-Q1,New,Super Prime,746,29100.0,48,0.0576,680.22,False,,,,False,0.0
AL000093,2007-01-01,2007,1,1,2007-Q1,New,Subprime,606,21800.0,48,0.1274,582.03,False,,,,False,0.0
AL000094,2007-01-01,2007,1,1,2007-Q1,New,Subprime,595,24000.0,48,0.1393,654.99,False,,,,False,0.0
AL000095,2007-01-01,2007,1,1,2007-Q1,New,Near Prime,666,27700.0,36,0.0888,879.31,False,,,,False,0.0
AL000096,2007-01-01,2007,1,1,2007-Q1,New,Subprime,630,27500.0,48,0.1369,747.21,False,,,,False,0.0
AL000097,2007-01-01,2007,1,1,2007-Q1,New,Subprime,631,21600.0,48,0.1358,585.71,False,,,,False,0.0
AL000098,2007-01-01,2007,1,1,2007-Q1,New,Near Prime,646,26800.0,48,0.0893,666.03,False,,,,False,0.0
AL000099,2007-01-01,2007,1,1,2007-Q1,New,Subprime,594,28500.0,48,0.1378,775.66,False,,,,False,0.0
AL000100,2007-01-01,2007,1,1,2007-Q1,New,Prime,699,32500.0,48,0.0803,793.88,False,,,,False,0.0
AL000101,2007-01-01,2007,1,1,2007-Q1,New,Near Prime,665,18900.0,48,0.0903,470.6,False,,,,False,0.0
AL000102,2007-01-01,2007,1,1,2007-Q1,New,Super Prime,791,29300.0,48,0.0606,688.92,False,,,,False,0.0
AL000103,2007-01-01,2007,1,1,2007-Q1,New,Prime,714,29300.0,48,0.0943,735.13,False,,,,False,0.0
AL000104,2007-01-01,2007,1,1,2007-Q1,New,Super Prime,786,29600.0,48,0.0637,700.19,False,,,,False,0.0
AL000105,2007-01-01,2007,1,1,2007-Q1,New,Subprime,582,31700.0,36,0.1383,1080.82,False,,,,False,0.0
AL000106,2007-01-01,2007,1,1,2007-Q1,New,Prime,700,24800.0,48,0.0788,604.04,False,,,,False,0.0
AL000107,2007-01-01,2007,1,1,2007-Q1,New,Prime,704,22200.0,48,0.0738,535.53,False,,,,False,0.0
AL000108,2007-01-01,2007,1,1,2007-Q1,New,Super Prime,831,23800.0,36,0.0584,722.32,False,,,,False,0.0
AL000109,2007-01-01,2007,1,1,2007-Q1,New,Near Prime,652,39200.0,48,0.0857,967.51,False,,,,False,0.0
AL000110,2007-01-01,2007,1,1,2007-Q1,New,Subprime,638,30300.0,48,0.1269,808.22,False,,,,False,0.0
AL000111,2007-01-01,2007,1,1,2007-Q1,New,Near Prime,647,23900.0,60,0.1004,508.27,False,,,,False,0.0
AL000112,2007-01-01,2007,1,1,2007-Q1,New,Prime,706,26900.0,48,0.0696,643.65,False,,,,False,0.0
AL000113,2007-01-01,2007,1,1,2007-Q1,New,Prime,688,22600.0,48,0.0784,550.04,False,,,,False,0.0
AL000114,2007-01-01,2007,1,1,2007-Q1,New,Subprime,623,22500.0,60,0.1361,519.0,False,,,,False,0.0
AL000115,2007-01-01,2007,1,1,2007-Q1,New,Near Prime,659,26800.0,48,0.0917,669.08,False,,,,False,0.0
AL000116,2007-01-01,2007,1,1,2007-Q1,New,Super Prime,793,38300.0,48,0.0612,901.59,False,,,,False,0.0
AL000117,2007-01-01,2007,1,1,2007-Q1,New,Near Prime,660,15400.0,48,0.0959,387.56,False,,,,False,0.0
AL000118,2007-01-01,2007,1,1,2007-Q1,New,Near Prime,672,22900.0,48,0.0993,580.03,False,,,,False,0.0
AL000119,2007-01-01,2007,1,1,2007-Q1,New,Subprime,627,22100.0,48,0.1344,597.73,False,,,,False,0.0
AL000120,2007-01-01,2007,1,1,2007-Q1,New,Prime,719,29300.0,48,0.0793,714.34,False,,,,False,0.0
AL000121,2007-01-01,2007,1,1,2007-Q1,New,Subprime,595,19900.0,60,0.1333,456.15,False,,,,False,0.0
AL000122,2007-01-01,2007,1,1,2007-Q1,New,Near Prime,649,23900.0,36,0.0917,761.91,False,,,,False,0.0
AL000123,2007-01-01,2007,1,1,2007-Q1,New,Subprime,619,36200.0,36,0.137,1231.96,False,,,,False,0.0
AL000124,2007-01-01,2007,1,1,2007-Q1,New,Subprime,616,19600.0,48,0.1396,535.21,False,,,,False,0.0
AL000125,2007-01-01,2007,1,1,2007-Q1,New,Prime,705,38200.0,48,0.0802,932.93,False,,,,False,0.0
AL000126,2007-01-01,2007,1,1,2007-Q1,New,Near Prime,646,18100.0,48,0.0926,452.66,False,,,,False,0.0
AL000127,2007-01-01,2007,1,1,2007-Q1,New,Near Prime,673,33500.0,48,0.0915,836.04,False,,,,False,0.0
AL000128,2007-01-01,2007,1,1,2007-Q1,New,Super Prime,751,28900.0,48,0.0619,681.24,False,,,,False,0.0
AL000129,2007-01-01,2007,1,1,2007-Q1,New,Prime,713,21400.0,48,0.0747,517.13,False,,,,False,0.0
AL000130,2007-01-01,2007,1,1,2007-Q1,New,Subprime,637,8700.0,48,0.1299,233.36,False,,,,False,0.0
AL000131,2007-01-01,2007,1,1,2007-Q1,New,Near Prime,672,25100.0,48,0.0888,623.19,False,,,,False,0.0
AL000132,2007-01-01,2007,1,1,2007-Q1,New,Prime,690,35500.0,60,0.0678,699.26,False,,,,False,0.0
AL000133,2007-01-01,2007,1,1,2007-Q1,New,Prime,695,24100.0,60,0.0757,483.72,False,,,,False,0.0
AL000134,2007-01-01,2007,1,1,2007-Q1,New,Near Prime,671,34400.0,60,0.0878,710.42,False,,,,False,0.0
AL000135,2007-01-01,2007,1,1,2007-Q1,New,Prime,698,32900.0,48,0.0751,795.64,False,,,,False,0.0
AL000136,2007-01-01,2007,1,1,2007-Q1,New,Prime,714,21100.0,36,0.0773,658.57,False,,,,False,0.0
AL000137,2007-01-01,2007,1,1,2007-Q1,New,Super Prime,759,27600.0,60,0.055,527.19,False,,,,False,0.0
AL000138,2007-01-01,2007,1,1,2007-Q1,New,Prime,701,26900.0,48,0.0731,648.03,False,,,,False,0.0
AL000139,2007-01-01,2007,1,1,2007-Q1,New,Super Prime,827,27100.0,48,0.0613,638.06,False,,,,False,0.0
AL000140,2007-01-01,2007,1,1,2007-Q1,New,Near Prime,641,35200.0,48,0.0888,873.95,False,,,,False,0.0
AL000141,2007-01-01,2007,1,1,2007-Q1,New,Super Prime,810,38200.0,48,0.0482,876.61,False,,,,False,0.0
AL000142,2007-01-01,2007,1,1,2007-Q1,New,Subprime,633,25700.0,48,0.1379,699.59,False,,,,False,0.0
AL000143,2007-01-01,2007,1,1,2007-Q1,New,Near Prime,678,28000.0,48,0.0919,699.31,False,,,,False,0.0
AL000144,2007-01-01,2007,1,1,2007-Q1,New,Prime,711,25400.0,36,0.0725,787.18,False,,,,False,0.0
AL000145,2007-01-01,2007,1,1,2007-Q1,New,Near Prime,665,23300.0,60,0.0992,494.14,False,,,,False,0.0
AL000146,2007-01-01,2007,1,1,2007-Q1,New,Prime,688,28500.0,48,0.0715,684.45,False,,,,False,0.0
AL000147,2007-01-01,2007,1,1,2007-Q1,New,Subprime,617,31400.0,48,0.1365,852.55,False,,,,False,0.0
AL000148,2007-01-01,2007,1,1,2007-Q1,New,Super Prime,829,31000.0,48,0.0611,729.6,False,,,,False,0.0
AL000149,2007-01-01,2007,1,1,2007-Q1,New,Super Prime,786,21900.0,48,0.0552,509.52,False,,,,False,0.0
AL000150,2007-01-01,2007,1,1,2007-Q1,New,Prime,701,30600.0,48,0.0781,744.31,False,,,,False,0.0
AL000151,2007-01-01,2007,1,1,2007-Q1,New,Subprime,606,26400.0,48,0.1356,715.61,False,,,,False,0.0
AL000152,2007-01-01,2007,1,1,2007-Q1,New,Prime,714,33500.0,36,0.072,1037.45,False,,,,False,0.0
AL000153,2007-01-01,2007,1,1,2007-Q1,New,Prime,684,29500.0,60,0.074,589.72,False,,,,False,0.0
AL000154,2007-01-01,2007,1,1,2007-Q1,New,Super Prime,783,25300.0,48,0.0635,598.24,False,,,,False,0.0
AL000155,2007-01-01,2007,1,1,2007-Q1,New,Near Prime,655,31000.0,48,0.0991,784.9,False,,,,False,0.0
AL000156,2007-01-01,2007,1,1,2007-Q1,New,Super Prime,775,33700.0,48,0.0581,788.51,False,,,,False,0.0
AL000157,2007-01-01,2007,1,1,2007-Q1,New,Near Prime,650,30300.0,48,0.0934,758.92,False,,,,False,0.0
AL000158,2007-01-01,2007,1,1,2007-Q1,New,Near Prime,647,28300.0,48,0.0943,710.04,False,,,,False,0.0
AL000159,2007-01-01,2007,1,1,2007-Q1,New,Super Prime,726,27000.0,48,0.061,635.33,False,,,,False,0.0
AL000160,2007-01-01,2007,1,1,2007-Q1,New,Subprime,604,22000.0,48,0.1455,607.27,False,,,,False,0.0
AL000161,2007-01-01,2007,1,1,2007-Q1,New,Super Prime,782,21000.0,36,0.0519,631.18,False,,,,False,0.0
AL000162,2007-01-01,2007,1,1,2007-Q1,New,Prime,718,32900.0,36,0.079,1029.45,False,,,,False,0.0
AL000163,2007-01-01,2007,1,1,2007-Q1,New,Near Prime,642,29900.0,48,0.0981,755.62,False,,,,False,0.0
AL000164,2007-01-01,2007,1,1,2007-Q1,New,Near Prime,644,26400.0,48,0.0905,657.59,False,,,,False,0.0
AL000165,2007-01-01,2007,1,1,2007-Q1,New,Super Prime,827,26900.0,48,0.0546,625.11,False,,,,False,0.0
AL000166,2007-01-01,2007,1,1,2007-Q1,New,Subprime,620,31900.0,48,0.1343,862.62,False,,,,False,0.0
AL000167,2007-01-01,2007,1,1,2007-Q1,New,Prime,713,22000.0,60,0.0734,439.16,False,,,,False,0.0
AL000168,2007-01-01,2007,1,1,2007-Q1,New,Near Prime,674,28800.0,48,0.0922,719.7,False,,,,False,0.0
AL000169,2007-01-01,2007,1,1,2007-Q1,New,Near Prime,677,22000.0,48,0.0962,553.97,False,,,,False,0.0
AL000170,2007-01-01,2007,1,1,2007-Q1,New,Super Prime,742,27800.0,48,0.0555,647.16,False,,,,False,0.0
AL000171,2007-01-01,2007,1,1,2007-Q1,New,Super Prime,838,23900.0,48,0.0592,560.42,False,,,,False,0.0
AL000172,2007-01-01,2007,1,1,2007-Q1,New,Prime,681,18500.0,48,0.068,441.29,False,,,,False,0.0
AL000173,2007-01-01,2007,1,1,2007-Q1,New,Super Prime,774,22500.0,48,0.0569,525.22,False,,,,False,0.0
AL000174,2007-01-01,2007,1,1,2007-Q1,New,Prime,718,28200.0,60,0.0824,575.04,False,,,,False,0.0
AL000175,2007-01-01,2007,1,1,2007-Q1,New,Near Prime,673,31200.0,48,0.0942,782.65,False,,,,False,0.0
AL000176,2007-01-01,2007,1,1,2007-Q1,New,Near Prime,671,26400.0,48,0.09,656.97,False,,,,False,0.0
AL000177,2007-01-01,2007,1,1,2007-Q1,New,Near Prime,671,26400.0,48,0.0936,661.49,False,,,,False,0.0
AL000178,2007-01-01,2007,1,1,2007-Q1,New,Super Prime,776,28300.0,48,0.0539,656.74,False,,,,False,0.0
AL000179,2007-01-01,2007,1,1,2007-Q1,New,Prime,717,29400.0,48,0.0827,721.47,False,,,,False,0.0
AL000180,2007-01-01,2007,1,1,2007-Q1,New,Prime,707,25900.0,60,0.077,521.45,False,,,,False,0.0
AL000181,2007-01-01,2007,1,1,2007-Q1,Used,Prime,709,15900.0,48,0.073,382.96,False,,,,False,0.0
AL000182,2007-01-01,2007,1,1,2007-Q1,Used,Super Prime,769,14300.0,48,0.0581,334.59,False,,,,False,0.0
AL000183,2007-01-01,2007,1,1,2007-Q1,Used,Prime,691,13800.0,48,0.0711,331.16,False,,,,False,0.0
AL000184,2007-01-01,2007,1,1,2007-Q1,Used,Prime,717,13600.0,48,0.0775,330.42,False,,,,False,0.0
AL000185,2007-01-01,2007,1,1,2007-Q1,Used,Subprime,633,18600.0,48,0.1398,508.09,False,,,,False,0.0
AL000186,2007-01-01,2007,1,1,2007-Q1,Used,Prime,699,21000.0,36,0.0712,649.57,False,,,,False,0.0
AL000187,2007-01-01,2007,1,1,2007-Q1,Used,Super Prime,731,16600.0,36,0.0589,504.18,False,,,,False,0.0
AL000188,2007-01-01,2007,1,1,2007-Q1,Used,Near Prime,648,21200.0,60,0.091,441.11,False,,,,False,0.0
AL000189,2007-01-01,2007,1,1,2007-Q1,Used,Prime,680,10600.0,48,0.072,254.81,False,,,,False,0.0
AL000190,2007-01-01,2007,1,1,2007-Q1,Used,Prime,701,6100.0,48,0.0724,146.75,False,,,,False,0.0
AL000191,2007-01-01,2007,1,1,2007-Q1,Used,Prime,710,10800.0,36,0.0758,336.34,False,,,,False,0.0
AL000192,2007-01-01,2007,1,1,2007-Q1,Used,Prime,684,14700.0,48,0.0844,361.91,False,,,,False,0.0
AL000193,2007-01-01,2007,1,1,2007-Q1,Used,Super Prime,758,16800.0,48,0.0551,390.79,False,,,,False,0.0
AL000194,2007-01-01,2007,1,1,2007-Q1,Used,Super Prime,783,10400.0,36,0.0605,316.62,False,,,,False,0.0
AL000195,2007-01-01,2007,1,1,2007-Q1,Used,Prime,718,8900.0,48,0.0842,219.03,False,,,,False,0.0
AL000196,2007-01-01,2007,1,1,2007-Q1,Used,Prime,708,17600.0,48,0.0727,423.66,False,,,,False,0.0
AL000197,2007-01-01,2007,1,1,2007-Q1,Used,Near Prime,667,7500.0,48,0.1018,190.87,False,,,,False,0.0
AL000198,2007-01-01,2007,1,1,2007-Q1,Used,Super Prime,745,13100.0,48,0.0642,310.18,False,,,,False,0.0
AL000199,2007-01-01,2007,1,1,2007-Q1,Used,Prime,685,7900.0,48,0.072,189.91,False,,,,False,0.0
AL000200,2007-01-01,2007,1,1,2007-Q1,Used,Near Prime,650,13500.0,36,0.0952,432.57,False,,,,False,0.0
AL000201,2007-01-01,2007,1,1,2007-Q1,Used,Near Prime,670,11900.0,48,0.0981,300.73,True,11.0,9789.03,4469.6,False,5319.43
AL000202,2007-01-01,2007,1,1,2007-Q1,Used,Subprime,584,8700.0,60,0.1377,201.4,False,,,,False,0.0
AL000203,2007-01-01,2007,1,1,2007-Q1,Used,Prime,717,17200.0,60,0.0827,350.98,False,,,,False,0.0
AL000204,2007-01-01,2007,1,1,2007-Q1,Used,Super Prime,749,10600.0,48,0.0565,247.24,False,,,,False,0.0
AL000205,2007-01-01,2007,1,1,2007-Q1,Used,Super Prime,788,14300.0,48,0.0682,341.24,False,,,,False,0.0
AL000206,2007-01-01,2007,1,1,2007-Q1,Used,Super Prime,798,13900.0,48,0.0658,330.15,False,,,,False,0.0
AL000207,2007-01-01,2007,1,1,2007-Q1,Used,Near Prime,658,14100.0,48,0.1008,358.15,False,,,,False,0.0
AL000208,2007-01-01,2007,1,1,2007-Q1,Used,Near Prime,665,17100.0,48,0.0958,430.26,False,,,,False,0.0
AL000209,2007-01-01,2007,1,1,2007-Q1,Used,Prime,685,9900.0,48,0.0737,238.77,False,,,,False,0.0
AL000210,2007-01-01,2007,1,1,2007-Q1,Used,Prime,700,18700.0,48,0.0794,456.0,False,,,,False,0.0
AL000211,2007-01-01,2007,1,1,2007-Q1,Used,Super Prime,725,12000.0,60,0.0563,229.93,False,,,,False,0.0
AL000212,2007-01-01,2007,1,1,2007-Q1,Used,Near Prime,651,7400.0,48,0.1022,188.47,False,,,,False,0.0
AL000213,2007-01-01,2007,1,1,2007-Q1,Used,Prime,697,16600.0,48,0.0743,400.83,False,,,,False,0.0
AL000214,2007-01-01,2007,1,1,2007-Q1,Used,Prime,711,14200.0,36,0.0641,434.63,False,,,,False,0.0
AL000215,2007-01-01,2007,1,1,2007-Q1,Used,Prime,700,11800.0,60,0.0817,240.22,False,,,,False,0.0
AL000216,2007-01-01,2007,1,1,2007-Q1,Used,Super Prime,825,16900.0,60,0.0597,326.49,False,,,,False,0.0
AL000217,2007-01-01,2007,1,1,2007-Q1,Used,Near Prime,665,13400.0,48,0.099,339.22,True,6.0,12237.65,5187.56,False,7050.09
AL000218,2007-01-01,2007,1,1,2007-Q1,Used,Super Prime,823,14800.0,48,0.0578,346.09,False,,,,False,0.0
AL000219,2007-01-01,2007,1,1,2007-Q1,Used,Super Prime,838,6300.0,48,0.0576,147.26,False,,,,False,0.0
AL000220,2007-01-01,2007,1,1,2007-Q1,Used,Prime,719,8900.0,48,0.0783,216.57,False,,,,False,0.0
