loan_id,origination_date,year,month,quarter,tranche,vehicle_type,credit_band,fico_score,original_balance,term_months,annual_rate,monthly_payment,charged_off,charge_off_month,charge_off_balance,recovery,deficiency_paid,net_loss
AL000032,2007-01-01,2007,1,1,2007-Q1,New,Prime,681,33800.0,48,0.0809,826.59,False,,,,False,0.0
AL000033,2007-01-01,2007,1,1,2007-Q1,New,Subprime,607,36500.0,48,0.1321,983.01,False,,,,False,0.0
AL000034,2007-01-01,2007,1,1,2007-Q1,New,Super Prime,799,13800.0,48,0.0545,320.62,False,,,,False,0.0
AL000035,2007-01-01,2007,1,1,2007-Q1,New,Near Prime,659,21500.0,48,0.0986,543.85,False,,,,False,0.0
AL000036,2007-01-01,2007,1,1,2007-Q1,New,Prime,683,25400.0,36,0.0681,782.07,False,,,,False,0.0
AL000037,2007-01-01,2007,1,1,2007-Q1,New,Prime,706,31000.0,48,0.075,749.55,False,,,,False,0.0
AL000038,2007-01-01,2007,1,1,2007-Q1,New,Subprime,599,36300.0,48,0.1338,980.7,True,17.0,26272.53,12181.65,False,14090.88
AL000039,2007-01-01,2007,1,1,2007-Q1,New,Prime,710,23900.0,48,0.0733,575.98,False,,,,False,0.0
AL000040,2007-01-01,2007,1,1,2007-Q1,New,Near Prime,649,21300.0,48,0.09,530.05,False,,,,False,0.0
AL000041,2007-01-01,2007,1,1,2007-Q1,New,Prime,697,31300.0,48,0.0733,754.32,False,,,,False,0.0
AL000042,2007-01-01,2007,1,1,2007-Q1,New,Super Prime,753,25700.0,48,0.0578,600.98,False,,,,False,0.0
AL000043,2007-01-01,2007,1,1,2007-Q1,New,Super Prime,819,25500.0,48,0.0716,612.52,False,,,,False,0.0
AL000044,2007-01-01,2007,1,1,2007-Q1,New,Prime,689,31600.0,48,0.0666,751.73,False,,,,False,0.0
AL000045,2007-01-01,2007,1,1,2007-Q1,New,Subprime,615,27500.0,48,0.1293,736.8,False,,,,False,0.0
AL000046,2007-01-01,2007,1,1,2007-Q1,New,Prime,701,23200.0,48,0.0639,549.01,False,,,,False,0.0
AL000047,2007-01-01,2007,1,1,2007-Q1,New,Subprime,634,27200.0,48,0.1396,742.73,False,,,,False,0.0
AL000048,2007-01-01,2007,1,1,2007-Q1,New,Subprime,609,21500.0,48,0.1377,585.04,False,,,,False,0.0
AL000049,2007-01-01,2007,1,1,2007-Q1,New,Super Prime,786,28500.0,48,0.0603,669.72,False,,,,False,0.0
AL000050,2007-01-01,2007,1,1,2007-Q1,New,Super Prime,733,28100.0,48,0.0523,650.05,False,,,,False,0.0
AL000051,2007-01-01,2007,1,1,2007-Q1,New,Prime,685,20900.0,48,0.0747,505.05,False,,,,False,0.0
AL000052,2007-01-01,2007,1,1,2007-Q1,New,Prime,711,36200.0,48,0.0664,860.82,False,,,,False,0.0
AL000053,2007-01-01,2007,1,1,2007-Q1,New,Near Prime,665,24100.0,60,0.1013,513.6,False,,,,False,0.0
AL000054,2007-01-01,2007,1,1,2007-Q1,New,Prime,702,29300.0,36,0.0789,916.67,False,,,,False,0.0
AL000055,2007-01-01,2007,1,1,2007-Q1,New,Near Prime,640,25600.0,48,0.0969,645.48,False,,,,False,0.0
AL000056,2007-01-01,2007,1,1,2007-Q1,New,Near Prime,647,34900.0,48,0.0891,867.0,False,,,,False,0.0
AL000057,2007-01-01,2007,1,1,2007-Q1,New,Prime,714,28200.0,48,0.0723,678.3,False,,,,False,0.0
AL000058,2007-01-01,2007,1,1,2007-Q1,New,Prime,718,24600.0,48,0.0768,596.87,False,,,,False,0.0
AL000059,2007-01-01,2007,1,1,2007-Q1,New,Prime,708,21100.0,48,0.0765,511.65,False,,,,False,0.0
AL000060,2007-01-01,2007,1,1,2007-Q1,New,Prime,690,27500.0,48,0.0693,657.63,False,,,,False,0.0
AL000061,2007-01-01,2007,1,1,2007-Q1,New,Super Prime,829,33200.0,36,0.0467,990.12,False,,,,False,0.0
AL000062,2007-01-01,2007,1,1,2007-Q1,New,Near Prime,673,18400.0,36,0.0996,593.37,False,,,,False,0.0
AL000063,2007-01-01,2007,1,1,2007-Q1,New,Super Prime,808,21400.0,48,0.0545,497.2,False,,,,False,0.0
AL000064,2007-01-01,2007,1,1,2007-Q1,New,Prime,711,23300.0,48,0.0742,562.5,False,,,,False,0.0
AL000065,2007-01-01,2007,1,1,2007-Q1,New,Near Prime,679,25600.0,48,0.0991,648.18,False,,,,False,0.0
AL000066,2007-01-01,2007,1,1,2007-Q1,New,Super Prime,819,28300.0,36,0.0625,864.15,False,,,,False,0.0
AL000067,2007-01-01,2007,1,1,2007-Q1,New,Prime,692,28400.0,48,0.0739,685.22,False,,,,False,0.0
AL000068,2007-01-01,2007,1,1,2007-Q1,New,Prime,708,38200.0,48,0.0694,913.68,False,,,,False,0.0
AL000069,2007-01-01,2007,1,1,2007-Q1,New,Prime,682,26700.0,48,0.0693,638.5,False,,,,False,0.0
AL000070,2007-01-01,2007,1,1,2007-Q1,New,Super Prime,808,29000.0,60,0.0551,554.07,False,,,,False,0.0
AL000071,2007-01-01,2007,1,1,2007-Q1,New,Near Prime,647,30200.0,48,0.094,757.28,False,,,,False,0.0
AL000072,2007-01-01,2007,1,1,2007-Q1,New,Near Prime,667,32600.0,48,0.0864,805.69,False,,,,False,0.0
AL000073,2007-01-01,2007,1,1,2007-Q1,New,Near Prime,657,30200.0,48,0.0937,756.85,False,,,,False,0.0
AL000074,2007-01-01,2007,1,1,2007-Q1,New,Subprime,626,32100.0,48,0.1401,877.34,False,,,,False,0.0
AL000075,2007-01-01,2007,1,1,2007-Q1,New,Subprime,606,30800.0,48,0.1308,827.51,False,,,,False,0.0
AL000076,2007-01-01,2007,1,1,2007-Q1,New,Super Prime,767,27000.0,48,0.0509,622.89,False,,,,False,0.0
AL000077,2007-01-01,2007,1,1,2007-Q1,New,Super Prime,832,24900.0,48,0.0596,584.32,False,,,,False,0.0
AL000078,2007-01-01,2007,1,1,2007-Q1,New,Prime,708,32500.0,60,0.0749,651.08,False,,,,False,0.0
AL000079,2007-01-01,2007,1,1,2007-Q1,New,Near Prime,646,18500.0,60,0.0992,392.34,False,,,,False,0.0
AL000080,2007-01-01,2007,1,1,2007-Q1,New,Near Prime,675,15100.0,48,0.0959,380.01,False,,,,False,0.0
AL000081,2007-01-01,2007,1,1,2007-Q1,New,Near Prime,669,39900.0,48,0.095,1002.41,False,,,,False,0.0
AL000082,2007-01-01,2007,1,1,2007-Q1,New,Prime,695,26000.0,48,0.0853,641.22,False,,,,False,0.0
AL000083,2007-01-01,2007,1,1,2007-Q1,New,Near Prime,643,30700.0,48,0.1028,782.77,False,,,,False,0.0
AL000084,2007-01-01,2007,1,1,2007-Q1,New,Near Prime,650,23100.0,36,0.0951,740.07,False,,,,False,0.0
AL000085,2007-01-01,2007,1,1,2007-Q1,New,Near Prime,670,21000.0,48,0.0973,529.9,False,,,,False,0.0
AL000086,2007-01-01,2007,1,1,2007-Q1,New,Subprime,623,25900.0,48,0.1328,698.44,False,,,,False,0.0
AL000087,2007-01-01,2007,1,1,2007-Q1,New,Near Prime,653,31300.0,48,0.0863,773.41,False,,,,False,0.0
AL000088,2007-01-01,2007,1,1,2007-Q1,New,Subprime,637,25100.0,48,0.1371,682.25,False,,,,False,0.0
AL000089,2007-01-01,2007,1,1,2007-Q1,New,Subprime,586,30100.0,48,0.1362,816.8,False,,,,False,0.0
AL000090,2007-01-01,2007,1,1,2007-Q1,New,Prime,692,29100.0,60,0.0704,576.76,False,,,,False,0.0
AL000091,2007-01-01,2007,1,1,2007-Q1,New,Near Prime,654,26100.0,36,0.0949,835.94,False,,,,False,0.0
AL000092,2007-01-01,2007,1,1,2007-Q1,New,Subprime,606,24600.0,36,0.1445,846.16,False,,,,False,0.0
AL000093,2007-01-01,2007,1,1,2007-Q1,New,Prime,696,24300.0,48,0.073,585.28,False,,,,False,0.0
AL000094,2007-01-01,2007,1,1,2007-Q1,New,Prime,715,25400.0,60,0.0706,503.67,False,,,,False,0.0
AL000095,2007-01-01,2007,1,1,2007-Q1,New,Subprime,592,40300.0,48,0.1361,1093.39,False,,,,False,0.0
AL000096,2007-01-01,2007,1,1,2007-Q1,New,Near Prime,652,23900.0,48,0.1016,608.0,False,,,,False,0.0
AL000097,2007-01-01,2007,1,1,2007-Q1,New,Near Prime,649,17400.0,48,0.0981,439.72,False,,,,False,0.0
AL000098,2007-01-01,2007,1,1,2007-Q1,New,Near Prime,652,28000.0,48,0.0816,685.67,False,,,,False,0.0
AL000099,2007-01-01,2007,1,1,2007-Q1,New,Prime,706,30800.0,48,0.0636,728.43,False,,,,False,0.0
AL000100,2007-01-01,2007,1,1,2007-Q1,New,Super Prime,841,28100.0,48,0.0602,660.19,False,,,,False,0.0
AL000101,2007-01-01,2007,1,1,2007-Q1,New,Super Prime,846,18300.0,48,0.0577,427.85,False,,,,False,0.0
AL000102,2007-01-01,2007,1,1,2007-Q1,New,Prime,713,23900.0,36,0.0743,742.67,False,,,,False,0.0
AL000103,2007-01-01,2007,1,1,2007-Q1,New,Prime,685,24400.0,48,0.0763,591.45,False,,,,False,0.0
AL000104,2007-01-01,2007,1,1,2007-Q1,New,Prime,694,23000.0,48,0.0752,556.33,False,,,,False,0.0
AL000105,2007-01-01,2007,1,1,2007-Q1,New,Subprime,601,25400.0,48,0.1381,691.67,True,11.0,21193.08,10801.24,False,10391.84
AL000106,2007-01-01,2007,1,1,2007-Q1,New,Near Prime,676,23200.0,36,0.0954,743.6,False,,,,False,0.0
AL000107,2007-01-01,2007,1,1,2007-Q1,New,Super Prime,808,24800.0,60,0.0616,481.3,False,,,,False,0.0
AL000108,2007-01-01,2007,1,1,2007-Q1,New,Prime,710,26200.0,48,0.073,631.04,False,,,,False,0.0
AL000109,2007-01-01,2007,1,1,2007-Q1,New,Super Prime,788,29200.0,48,0.0577,682.69,False,,,,False,0.0
AL000110,2007-01-01,2007,1,1,2007-Q1,New,Prime,691,28200.0,60,0.0757,566.01,False,,,,False,0.0
AL000111,2007-01-01,2007,1,1,2007-Q1,New,Subprime,599,23600.0,48,0.1318,635.24,True,16.0,17504.51,10450.95,False,7053.56
AL000112,2007-01-01,2007,1,1,2007-Q1,New,Near Prime,667,20200.0,60,0.1003,429.49,False,,,,False,0.0
AL000113,2007-01-01,2007,1,1,2007-Q1,New,Prime,697,18400.0,48,0.0622,433.98,False,,,,False,0.0
AL000114,2007-01-01,2007,1,1,2007-Q1,New,Subprime,612,30200.0,48,0.1424,828.9,False,,,,False,0.0
AL000115,2007-01-01,2007,1,1,2007-Q1,New,Super Prime,775,29300.0,48,0.0504,675.29,False,,,,False,0.0
AL000116,2007-01-01,2007,1,1,2007-Q1,New,Super Prime,793,23600.0,48,0.0638,558.37,False,,,,False,0.0
AL000117,2007-01-01,2007,1,1,2007-Q1,New,Prime,716,37200.0,48,0.0802,908.51,False,,,,False,0.0
AL000118,2007-01-01,2007,1,1,2007-Q1,New,Super Prime,788,18800.0,48,0.051,433.8,False,,,,False,0.0
AL000119,2007-01-01,2007,1,1,2007-Q1,New,Near Prime,666,26600.0,48,0.0951,668.4,False,,,,False,0.0
AL000120,2007-01-01,2007,1,1,2007-Q1,New,Near Prime,641,23700.0,60,0.0938,496.36,False,,,,False,0.0
AL000121,2007-01-01,2007,1,1,2007-Q1,New,Super Prime,773,19900.0,60,0.0569,381.86,False,,,,False,0.0
AL000122,2007-01-01,2007,1,1,2007-Q1,New,Subprime,612,34100.0,48,0.1337,921.09,False,,,,False,0.0
AL000123,2007-01-01,2007,1,1,2007-Q1,New,Subprime,620,27300.0,48,0.1321,735.24,False,,,,False,0.0
AL000124,2007-01-01,2007,1,1,2007-Q1,New,Near Prime,676,27200.0,48,0.1054,696.94,False,,,,False,0.0
AL000125,2007-01-01,2007,1,1,2007-Q1,New,Subprime,638,29400.0,36,0.1428,1008.83,False,,,,False,0.0
AL000126,2007-01-01,2007,1,1,2007-Q1,New,Prime,705,31600.0,48,0.0756,764.94,False,,,,False,0.0
AL000127,2007-01-01,2007,1,1,2007-Q1,New,Super Prime,762,37200.0,48,0.0522,860.4,False,,,,False,0.0
AL000128,2007-01-01,2007,1,1,2007-Q1,New,Super Prime,756,32300.0,48,0.0615,760.79,False,,,,False,0.0
AL000129,2007-01-01,2007,1,1,2007-Q1,New,Near Prime,667,28500.0,60,0.0931,595.91,False,,,,False,0.0
AL000130,2007-01-01,2007,1,1,2007-Q1,New,Super Prime,824,30300.0,48,0.0678,722.48,False,,,,False,0.0
AL000131,2007-01-01,2007,1,1,2007-Q1,New,Subprime,597,18200.0,48,0.1401,497.43,False,,,,False,0.0
AL000132,2007-01-01,2007,1,1,2007-Q1,New,Near Prime,651,24400.0,48,0.0986,617.21,False,,,,False,0.0
AL000133,2007-01-01,2007,1,1,2007-Q1,New,Super Prime,848,28200.0,60,0.0551,538.78,False,,,,False,0.0
AL000134,2007-01-01,2007,1,1,2007-Q1,New,Super Prime,739,31800.0,48,0.0607,747.84,False,,,,False,0.0
AL000135,2007-01-01,2007,1,1,2007-Q1,New,Super Prime,849,25900.0,48,0.0555,602.93,False,,,,False,0.0
AL000136,2007-01-01,2007,1,1,2007-Q1,New,Prime,715,29800.0,36,0.075,926.97,False,,,,False,0.0
AL000137,2007-01-01,2007,1,1,2007-Q1,New,Near Prime,642,30100.0,60,0.0973,635.54,False,,,,False,0.0
AL000138,2007-01-01,2007,1,1,2007-Q1,New,Super Prime,728,15500.0,48,0.0571,361.96,False,,,,False,0.0
AL000139,2007-01-01,2007,1,1,2007-Q1,New,Prime,686,22600.0,48,0.0822,554.07,False,,,,False,0.0
AL000140,2007-01-01,2007,1,1,2007-Q1,New,Super Prime,828,24800.0,60,0.0583,477.5,False,,,,False,0.0
AL000141,2007-01-01,2007,1,1,2007-Q1,New,Super Prime,755,29600.0,48,0.055,688.39,False,,,,False,0.0
AL000142,2007-01-01,2007,1,1,2007-Q1,New,Subprime,599,27600.0,48,0.1384,752.0,False,,,,False,0.0
AL000143,2007-01-01,2007,1,1,2007-Q1,New,Subprime,605,27000.0,48,0.1408,738.9,False,,,,False,0.0
AL000144,2007-01-01,2007,1,1,2007-Q1,New,Super Prime,835,31600.0,48,0.0564,736.92,False,,,,False,0.0
AL000145,2007-01-01,2007,1,1,2007-Q1,New,Near Prime,655,14400.0,60,0.1025,307.73,False,,,,False,0.0
AL000146,2007-01-01,2007,1,1,2007-Q1,New,Prime,719,17800.0,48,0.0716,427.57,False,,,,False,0.0
AL000147,2007-01-01,2007,1,1,2007-Q1,New,Subprime,590,27800.0,48,0.1329,749.81,False,,,,False,0.0
AL000148,2007-01-01,2007,1,1,2007-Q1,New,Subprime,626,23300.0,36,0.1309,786.08,False,,,,False,0.0
AL000149,2007-01-01,2007,1,1,2007-Q1,New,Near Prime,667,33200.0,60,0.0903,689.66,False,,,,False,0.0
AL000150,2007-01-01,2007,1,1,2007-Q1,New,Super Prime,801,31400.0,48,0.047,718.86,False,,,,False,0.0
AL000151,2007-01-01,2007,1,1,2007-Q1,New,Near Prime,644,29000.0,36,0.0884,920.03,False,,,,False,0.0
AL000152,2007-01-01,2007,1,1,2007-Q1,New,Super Prime,739,30200.0,48,0.0624,712.58,False,,,,False,0.0
AL000153,2007-01-01,2007,1,1,2007-Q1,New,Super Prime,816,33000.0,48,0.056,768.97,False,,,,False,0.0
AL000154,2007-01-01,2007,1,1,2007-Q1,New,Near Prime,654,25000.0,48,0.1041,639.0,False,,,,False,0.0
AL000155,2007-01-01,2007,1,1,2007-Q1,New,Near Prime,652,25200.0,48,0.0952,633.34,False,,,,False,0.0
AL000156,2007-01-01,2007,1,1,2007-Q1,New,Near Prime,679,24400.0,48,0.0973,615.69,False,,,,False,0.0
AL000157,2007-01-01,2007,1,1,2007-Q1,New,Subprime,582,33600.0,60,0.1338,771.06,False,,,,False,0.0
AL000158,2007-01-01,2007,1,1,2007-Q1,New,Prime,713,17500.0,48,0.0701,419.14,False,,,,False,0.0
AL000159,2007-01-01,2007,1,1,2007-Q1,New,Super Prime,814,31200.0,48,0.0568,728.16,False,,,,False,0.0
AL000160,2007-01-01,2007,1,1,2007-Q1,New,Super Prime,737,25600.0,48,0.0678,610.41,False,,,,False,0.0
AL000161,2007-01-01,2007,1,1,2007-Q1,New,Super Prime,771,25500.0,48,0.0635,602.97,False,,,,False,0.0
AL000162,2007-01-01,2007,1,1,2007-Q1,New,Subprime,594,28000.0,48,0.1421,768.09,True,13.0,22406.67,22328.91,True,77.76
AL000163,2007-01-01,2007,1,1,2007-Q1,New,Super Prime,840,24600.0,48,0.057,574.35,False,,,,False,0.0
AL000164,2007-01-01,2007,1,1,2007-Q1,New,Near Prime,659,20800.0,48,0.0885,516.13,False,,,,False,0.0
AL000165,2007-01-01,2007,1,1,2007-Q1,New,Near Prime,640,36400.0,48,0.0892,904.43,False,,,,False,0.0
AL000166,2007-01-01,2007,1,1,2007-Q1,New,Near Prime,649,20800.0,36,0.093,664.34,False,,,,False,0.0
AL000167,2007-01-01,2007,1,1,2007-Q1,New,Super Prime,770,26900.0,48,0.0668,640.17,False,,,,False,0.0
AL000168,2007-01-01,2007,1,1,2007-Q1,New,Super Prime,832,27900.0,36,0.0548,842.21,False,,,,False,0.0
AL000169,2007-01-01,2007,1,1,2007-Q1,New,Prime,694,25900.0,48,0.0748,625.99,False,,,,False,0.0
AL000170,2007-01-01,2007,1,1,2007-Q1,New,Near Prime,658,28100.0,48,0.1034,717.29,False,,,,False,0.0
AL000171,2007-01-01,2007,1,1,2007-Q1,New,Subprime,593,29400.0,48,0.1382,800.75,False,,,,False,0.0
AL000172,2007-01-01,2007,1,1,2007-Q1,New,Prime,697,19200.0,48,0.0725,462.0,False,,,,False,0.0
AL000173,2007-01-01,2007,1,1,2007-Q1,New,Subprime,611,34100.0,48,0.1257,907.56,False,,,,False,0.0
AL000174,2007-01-01,2007,1,1,2007-Q1,New,Prime,689,27500.0,48,0.0718,660.82,False,,,,False,0.0
AL000175,2007-01-01,2007,1,1,2007-Q1,New,Subprime,609,21200.0,48,0.1345,573.49,False,,,,False,0.0
AL000176,2007-01-01,2007,1,1,2007-Q1,New,Subprime,611,28900.0,48,0.1386,787.71,False,,,,False,0.0
AL000177,2007-01-01,2007,1,1,2007-Q1,New,Prime,719,33200.0,60,0.0787,671.11,False,,,,False,0.0
AL000178,2007-01-01,2007,1,1,2007-Q1,New,Subprime,620,23700.0,48,0.1359,642.77,False,,,,False,0.0
AL000179,2007-01-01,2007,1,1,2007-Q1,New,Super Prime,848,23700.0,48,0.0484,544.08,False,,,,False,0.0
AL000180,2007-01-01,2007,1,1,2007-Q1,New,Subprime,639,20500.0,48,0.1394,559.58,False,,,,False,0.0
AL000181,2007-01-01,2007,1,1,2007-Q1,Used,Prime,717,14800.0,36,0.0769,461.66,False,,,,False,0.0
AL000182,2007-01-01,2007,1,1,2007-Q1,Used,Subprime,595,14100.0,48,0.1347,381.57,False,,,,False,0.0
AL000183,2007-01-01,2007,1,1,2007-Q1,Used,Near Prime,658,15600.0,36,0.0919,497.46,True,15.0,10036.53,4106.45,False,5930.08
AL000184,2007-01-01,2007,1,1,2007-Q1,Used,Prime,681,13600.0,60,0.0747,272.32,False,,,,False,0.0
AL000185,2007-01-01,2007,1,1,2007-Q1,Used,Super Prime,777,14100.0,48,0.0585,330.17,False,,,,False,0.0
AL000186,2007-01-01,2007,1,1,2007-Q1,Used,Super Prime,760,17200.0,36,0.0635,525.99,False,,,,False,0.0
AL000187,2007-01-01,2007,1,1,2007-Q1,Used,Prime,698,17300.0,48,0.0774,420.24,False,,,,False,0.0
AL000188,2007-01-01,2007,1,1,2007-Q1,Used,Subprime,603,14500.0,48,0.1328,391.02,False,,,,False,0.0
AL000189,2007-01-01,2007,1,1,2007-Q1,Used,Near Prime,661,17000.0,36,0.0945,544.16,False,,,,False,0.0
AL000190,2007-01-01,2007,1,1,2007-Q1,Used,Super Prime,756,9900.0,60,0.0603,191.53,False,,,,False,0.0
AL000191,2007-01-01,2007,1,1,2007-Q1,Used,Super Prime,733,14300.0,48,0.0658,339.65,False,,,,False,0.0
AL000192,2007-01-01,2007,1,1,2007-Q1,Used,Near Prime,646,8900.0,48,0.093,222.75,False,,,,False,0.0
AL000193,2007-01-01,2007,1,1,2007-Q1,Used,Subprime,583,11500.0,48,0.1395,313.97,False,,,,False,0.0
AL000194,2007-01-01,2007,1,1,2007-Q1,Used,Super Prime,727,15200.0,48,0.056,354.19,False,,,,False,0.0
AL000195,2007-01-01,2007,1,1,2007-Q1,Used,Super Prime,781,8300.0,48,0.0616,195.54,False,,,,False,0.0
AL000196,2007-01-01,2007,1,1,2007-Q1,Used,Subprime,587,19200.0,60,0.1294,436.27,False,,,,False,0.0
AL000197,2007-01-01,2007,1,1,2007-Q1,Used,Prime,681,13900.0,48,0.0621,327.78,False,,,,False,0.0
AL000198,2007-01-01,2007,1,1,2007-Q1,Used,Subprime,622,16800.0,48,0.1363,455.97,False,,,,False,0.0
AL000199,2007-01-01,2007,1,1,2007-Q1,Used,Near Prime,663,8900.0,48,0.091,221.9,False,,,,False,0.0
AL000200,2007-01-01,2007,1,1,2007-Q1,Used,Super Prime,810,16300.0,48,0.0605,383.18,False,,,,False,0.0
AL000201,2007-01-01,2007,1,1,2007-Q1,Used,Near Prime,651,14000.0,48,0.0965,352.73,False,,,,False,0.0
AL000202,2007-01-01,2007,1,1,2007-Q1,Used,Super Prime,785,17500.0,60,0.0575,336.29,False,,,,False,0.0
AL000203,2007-01-01,2007,1,1,2007-Q1,Used,Near Prime,647,6300.0,48,0.0948,158.22,False,,,,False,0.0
AL000204,2007-01-01,2007,1,1,2007-Q1,Used,Subprime,613,14700.0,60,0.135,338.24,False,,,,False,0.0
AL000205,2007-01-01,2007,1,1,2007-Q1,Used,Prime,688,15800.0,48,0.0736,381.0,False,,,,False,0.0
AL000206,2007-01-01,2007,1,1,2007-Q1,Used,Prime,702,15400.0,48,0.0833,378.35,False,,,,False,0.0
AL000207,2007-01-01,2007,1,1,2007-Q1,Used,Near Prime,660,11000.0,60,0.0877,227.12,False,,,,False,0.0
AL000208,2007-01-01,2007,1,1,2007-Q1,Used,Super Prime,826,15000.0,48,0.0569,350.15,False,,,,False,0.0
AL000209,2007-01-01,2007,1,1,2007-Q1,Used,Prime,682,12400.0,36,0.0769,386.8,False,,,,False,0.0
AL000210,2007-01-01,2007,1,1,2007-Q1,Used,Prime,708,16400.0,36,0.0689,505.56,False,,,,False,0.0
AL000211,2007-01-01,2007,1,1,2007-Q1,Used,Near Prime,647,11000.0,36,0.0963,353.03,False,,,,False,0.0
AL000212,2007-01-01,2007,1,1,2007-Q1,Used,Prime,704,18800.0,48,0.0725,452.37,False,,,,False,0.0
AL000213,2007-01-01,2007,1,1,2007-Q1,Used,Prime,710,16000.0,48,0.0696,382.84,False,,,,False,0.0
AL000214,2007-01-01,2007,1,1,2007-Q1,Used,Super Prime,734,17500.0,48,0.0669,416.55,False,,,,False,0.0
AL000215,2007-01-01,2007,1,1,2007-Q1,Used,Prime,712,7100.0,36,0.0761,221.21,False,,,,False,0.0
AL000216,2007-01-01,2007,1,1,2007-Q1,Used,Super Prime,720,12500.0,48,0.0571,291.9,False,,,,False,0.0
AL000217,2007-01-01,2007,1,1,2007-Q1,Used,Near Prime,659,9900.0,48,0.084,243.55,False,,,,False,0.0
AL000218,2007-01-01,2007,1,1,2007-Q1,Used,Subprime,587,11500.0,48,0.1349,311.32,False,,,,False,0.0
AL000219,2007-01-01,2007,1,1,2007-Q1,Used,Near Prime,665,13400.0,36,0.0979,431.06,False,,,,False,0.0
AL000220,2007-01-01,2007,1,1,2007-Q1,Used,Subprime,635,18000.0,48,0.1359,488.18,False,,,,False,0.0
