tranche,vehicle_type,credit_band,loan_age_months,n_loans_in_tranche,total_orig_balance,cum_chargeoff_count,cum_chargeoff_balance,cum_net_loss,cum_co_rate_count,cum_co_rate_balance
2007-Q1,New,Super Prime,54,155,4263300.0,0,0.0,0.0,0.0,0.0
2007-Q1,New,Super Prime,55,155,4263300.0,0,0.0,0.0,0.0,0.0
2007-Q1,New,Super Prime,56,155,4263300.0,0,0.0,0.0,0.0,0.0
2007-Q1,New,Super Prime,57,155,4263300.0,0,0.0,0.0,0.0,0.0
2007-Q1,New,Super Prime,58,155,4263300.0,0,0.0,0.0,0.0,0.0
2007-Q1,New,Super Prime,59,155,4263300.0,0,0.0,0.0,0.0,0.0
2007-Q1,New,Super Prime,60,155,4263300.0,0,0.0,0.0,0.0,0.0
2007-Q1,New,Prime,1,162,4327200.0,0,0.0,0.0,0.0,0.0
2007-Q1,New,Prime,2,162,4327200.0,0,0.0,0.0,0.0,0.0
2007-Q1,New,Prime,3,162,4327200.0,0,0.0,0.0,0.0,0.0
2007-Q1,New,Prime,4,162,4327200.0,1,23368.0,12031.0,0.006173,0.0054
2007-Q1,New,Prime,5,162,4327200.0,1,23368.0,12031.0,0.006173,0.0054
2007-Q1,New,Prime,6,162,4327200.0,1,23368.0,12031.0,0.006173,0.0054
2007-Q1,New,Prime,7,162,4327200.0,2,40813.0,19918.0,0.012346,0.009432
2007-Q1,New,Prime,8,162,4327200.0,2,40813.0,19918.0,0.012346,0.009432
2007-Q1,New,Prime,9,162,4327200.0,2,40813.0,19918.0,0.012346,0.009432
2007-Q1,New,Prime,10,162,4327200.0,2,40813.0,19918.0,0.012346,0.009432
2007-Q1,New,Prime,11,162,4327200.0,2,40813.0,19918.0,0.012346,0.009432
2007-Q1,New,Prime,12,162,4327200.0,2,40813.0,19918.0,0.012346,0.009432
2007-Q1,New,Prime,13,162,4327200.0,2,40813.0,19918.0,0.012346,0.009432
2007-Q1,New,Prime,14,162,4327200.0,2,40813.0,19918.0,0.012346,0.009432
2007-Q1,New,Prime,15,162,4327200.0,2,40813.0,19918.0,0.012346,0.009432
2007-Q1,New,Prime,16,162,4327200.0,2,40813.0,19918.0,0.012346,0.009432
2007-Q1,New,Prime,17,162,4327200.0,3,68283.0,32571.0,0.018519,0.01578
2007-Q1,New,Prime,18,162,4327200.0,3,68283.0,32571.0,0.018519,0.01578
2007-Q1,New,Prime,19,162,4327200.0,3,68283.0,32571.0,0.018519,0.01578
2007-Q1,New,Prime,20,162,4327200.0,3,68283.0,32571.0,0.018519,0.01578
2007-Q1,New,Prime,21,162,4327200.0,3,68283.0,32571.0,0.018519,0.01578
2007-Q1,New,Prime,22,162,4327200.0,3,68283.0,32571.0,0.018519,0.01578
2007-Q1,New,Prime,23,162,4327200.0,3,68283.0,32571.0,0.018519,0.01578
2007-Q1,New,Prime,24,162,4327200.0,3,68283.0,32571.0,0.018519,0.01578
2007-Q1,New,Prime,25,162,4327200.0,3,68283.0,32571.0,0.018519,0.01578
2007-Q1,New,Prime,26,162,4327200.0,3,68283.0,32571.0,0.018519,0.01578
2007-Q1,New,Prime,27,162,4327200.0,3,68283.0,32571.0,0.018519,0.01578
2007-Q1,New,Prime,28,162,4327200.0,3,68283.0,32571.0,0.018519,0.01578
2007-Q1,New,Prime,29,162,4327200.0,3,68283.0,32571.0,0.018519,0.01578
2007-Q1,New,Prime,30,162,4327200.0,3,68283.0,32571.0,0.018519,0.01578
2007-Q1,New,Prime,31,162,4327200.0,3,68283.0,32571.0,0.018519,0.01578
2007-Q1,New,Prime,32,162,4327200.0,3,68283.0,32571.0,0.018519,0.01578
2007-Q1,New,Prime,33,162,4327200.0,3,68283.0,32571.0,0.018519,0.01578
2007-Q1,New,Prime,34,162,4327200.0,3,68283.0,32571.0,0.018519,0.01578
2007-Q1,New,Prime,35,162,4327200.0,3,68283.0,32571.0,0.018519,0.01578
2007-Q1,New,Prime,36,162,4327200.0,3,68283.0,32571.0,0.018519,0.01578
2007-Q1,New,Prime,37,162,4327200.0,3,68283.0,32571.0,0.018519,0.01578
2007-Q1,New,Prime,38,162,4327200.0,3,68283.0,32571.0,0.018519,0.01578
2007-Q1,New,Prime,39,162,4327200.0,3,68283.0,32571.0,0.018519,0.01578
2007-Q1,New,Prime,40,162,4327200.0,3,68283.0,32571.0,0.018519,0.01578
2007-Q1,New,Prime,41,162,4327200.0,3,68283.0,32571.0,0.018519,0.01578
2007-Q1,New,Prime,42,162,4327200.0,3,68283.0,32571.0,0.018519,0.01578
2007-Q1,New,Prime,43,162,4327200.0,3,68283.0,32571.0,0.018519,0.01578
2007-Q1,New,Prime,44,162,4327200.0,3,68283.0,32571.0,0.018519,0.01578
2007-Q1,New,Prime,45,162,4327200.0,3,68283.0,32571.0,0.018519,0.01578
2007-Q1,New,Prime,46,162,4327200.0,3,68283.0,32571.0,0.018519,0.01578
2007-Q1,New,Prime,47,162,4327200.0,3,68283.0,32571.0,0.018519,0.01578
2007-Q1,New,Prime,48,162,4327200.0,3,68283.0,32571.0,0.018519,0.01578
2007-Q1,New,Prime,49,162,4327200.0,3,68283.0,32571.0,0.018519,0.01578
2007-Q1,New,Prime,50,162,4327200.0,3,68283.0,32571.0,0.018519,0.01578
2007-Q1,New,Prime,51,162,4327200.0,3,68283.0,32571.0,0.018519,0.01578
2007-Q1,New,Prime,52,162,4327200.0,3,68283.0,32571.0,0.018519,0.01578
2007-Q1,New,Prime,53,162,4327200.0,3,68283.0,32571.0,0.018519,0.01578
2007-Q1,New,Prime,54,162,4327200.0,3,68283.0,32571.0,0.018519,0.01578
2007-Q1,New,Prime,55,162,4327200.0,3,68283.0,32571.0,0.018519,0.01578
2007-Q1,New,Prime,56,162,4327200.0,3,68283.0,32571.0,0.018519,0.01578
2007-Q1,New,Prime,57,162,4327200.0,3,68283.0,32571.0,0.018519,0.01578
2007-Q1,New,Prime,58,162,4327200.0,3,68283.0,32571.0,0.018519,0.01578
2007-Q1,New,Prime,59,162,4327200.0,3,68283.0,32571.0,0.018519,0.01578
2007-Q1,New,Prime,60,162,4327200.0,3,68283.0,32571.0,0.018519,0.01578
2007-Q1,New,Near Prime,1,139,3761500.0,0,0.0,0.0,0.0,0.0
2007-Q1,New,Near Prime,2,139,3761500.0,0,0.0,0.0,0.0,0.0
2007-Q1,New,Near Prime,3,139,3761500.0,0,0.0,0.0,0.0,0.0
2007-Q1,New,Near Prime,4,139,3761500.0,0,0.0,0.0,0.0,0.0
2007-Q1,New,Near Prime,5,139,3761500.0,0,0.0,0.0,0.0,0.0
2007-Q1,New,Near Prime,6,139,3761500.0,0,0.0,0.0,0.0,0.0
2007-Q1,New,Near Prime,7,139,3761500.0,0,0.0,0.0,0.0,0.0
2007-Q1,New,Near Prime,8,139,3761500.0,0,0.0,0.0,0.0,0.0
2007-Q1,New,Near Prime,9,139,3761500.0,0,0.0,0.0,0.0,0.0
2007-Q1,New,Near Prime,10,139,3761500.0,0,0.0,0.0,0.0,0.0
2007-Q1,New,Near Prime,11,139,3761500.0,1,21859.0,11075.0,0.007194,0.005811
2007-Q1,New,Near Prime,12,139,3761500.0,2,50054.0,14545.0,0.014388,0.013307
2007-Q1,New,Near Prime,13,139,3761500.0,3,73111.0,27024.0,0.021583,0.019437
2007-Q1,New,Near Prime,14,139,3761500.0,4,94115.0,37814.0,0.028777,0.025021
2007-Q1,New,Near Prime,15,139,3761500.0,4,94115.0,37814.0,0.028777,0.025021
2007-Q1,New,Near Prime,16,139,3761500.0,5,103717.0,41956.0,0.035971,0.027573
2007-Q1,New,Near Prime,17,139,3761500.0,6,121240.0,49874.0,0.043165,0.032232
2007-Q1,New,Near Prime,18,139,3761500.0,6,121240.0,49874.0,0.043165,0.032232
2007-Q1,New,Near Prime,19,139,3761500.0,6,121240.0,49874.0,0.043165,0.032232
2007-Q1,New,Near Prime,20,139,3761500.0,6,121240.0,49874.0,0.043165,0.032232
2007-Q1,New,Near Prime,21,139,3761500.0,6,121240.0,49874.0,0.043165,0.032232
2007-Q1,New,Near Prime,22,139,3761500.0,6,121240.0,49874.0,0.043165,0.032232
2007-Q1,New,Near Prime,23,139,3761500.0,6,121240.0,49874.0,0.043165,0.032232
2007-Q1,New,Near Prime,24,139,3761500.0,6,121240.0,49874.0,0.043165,0.032232
2007-Q1,New,Near Prime,25,139,3761500.0,6,121240.0,49874.0,0.043165,0.032232
2007-Q1,New,Near Prime,26,139,3761500.0,6,121240.0,49874.0,0.043165,0.032232
2007-Q1,New,Near Prime,27,139,3761500.0,6,121240.0,49874.0,0.043165,0.032232
2007-Q1,New,Near Prime,28,139,3761500.0,6,121240.0,49874.0,0.043165,0.032232
2007-Q1,New,Near Prime,29,139,3761500.0,7,129460.0,54139.0,0.05036,0.034417
2007-Q1,New,Near Prime,30,139,3761500.0,7,129460.0,54139.0,0.05036,0.034417
2007-Q1,New,Near Prime,31,139,3761500.0,7,129460.0,54139.0,0.05036,0.034417
2007-Q1,New,Near Prime,32,139,3761500.0,7,129460.0,54139.0,0.05036,0.034417
2007-Q1,New,Near Prime,33,139,3761500.0,7,129460.0,54139.0,0.05036,0.034417
2007-Q1,New,Near Prime,34,139,3761500.0,7,129460.0,54139.0,0.05036,0.034417
2007-Q1,New,Near Prime,35,139,3761500.0,7,129460.0,54139.0,0.05036,0.034417
2007-Q1,New,Near Prime,36,139,3761500.0,7,129460.0,54139.0,0.05036,0.034417
2007-Q1,New,Near Prime,37,139,3761500.0,7,129460.0,54139.0,0.05036,0.034417
2007-Q1,New,Near Prime,38,139,3761500.0,7,129460.0,54139.0,0.05036,0.034417
2007-Q1,New,Near Prime,39,139,3761500.0,7,129460.0,54139.0,0.05036,0.034417
2007-Q1,New,Near Prime,40,139,3761500.0,7,129460.0,54139.0,0.05036,0.034417
2007-Q1,New,Near Prime,41,139,3761500.0,7,129460.0,54139.0,0.05036,0.034417
2007-Q1,New,Near Prime,42,139,3761500.0,7,129460.0,54139.0,0.05036,0.034417
2007-Q1,New,Near Prime,43,139,3761500.0,7,129460.0,54139.0,0.05036,0.034417
2007-Q1,New,Near Prime,44,139,3761500.0,7,129460.0,54139.0,0.05036,0.034417
2007-Q1,New,Near Prime,45,139,3761500.0,7,129460.0,54139.0,0.05036,0.034417
2007-Q1,New,Near Prime,46,139,3761500.0,7,129460.0,54139.0,0.05036,0.034417
2007-Q1,New,Near Prime,47,139,3761500.0,7,129460.0,54139.0,0.05036,0.034417
2007-Q1,New,Near Prime,48,139,3761500.0,7,129460.0,54139.0,0.05036,0.034417
2007-Q1,New,Near Prime,49,139,3761500.0,7,129460.0,54139.0,0.05036,0.034417
2007-Q1,New,Near Prime,50,139,3761500.0,7,129460.0,54139.0,0.05036,0.034417
2007-Q1,New,Near Prime,51,139,3761500.0,7,129460.0,54139.0,0.05036,0.034417
2007-Q1,New,Near Prime,52,139,3761500.0,7,129460.0,54139.0,0.05036,0.034417
2007-Q1,New,Near Prime,53,139,3761500.0,7,129460.0,54139.0,0.05036,0.034417
2007-Q1,New,Near Prime,54,139,3761500.0,7,129460.0,54139.0,0.05036,0.034417
2007-Q1,New,Near Prime,55,139,3761500.0,7,129460.0,54139.0,0.05036,0.034417
2007-Q1,New,Near Prime,56,139,3761500.0,7,129460.0,54139.0,0.05036,0.034417
2007-Q1,New,Near Prime,57,139,3761500.0,7,129460.0,54139.0,0.05036,0.034417
2007-Q1,New,Near Prime,58,139,3761500.0,7,129460.0,54139.0,0.05036,0.034417
2007-Q1,New,Near Prime,59,139,3761500.0,7,129460.0,54139.0,0.05036,0.034417
2007-Q1,New,Near Prime,60,139,3761500.0,7,129460.0,54139.0,0.05036,0.034417
2007-Q1,New,Subprime,1,84,2221400.0,0,0.0,0.0,0.0,0.0
2007-Q1,New,Subprime,2,84,2221400.0,0,0.0,0.0,0.0,0.0
2007-Q1,New,Subprime,3,84,2221400.0,1,31589.0,17034.0,0.011905,0.01422
2007-Q1,New,Subprime,4,84,2221400.0,1,31589.0,17034.0,0.011905,0.01422
2007-Q1,New,Subprime,5,84,2221400.0,1,31589.0,17034.0,0.011905,0.01422
2007-Q1,New,Subprime,6,84,2221400.0,2,53099.0,27092.0,0.02381,0.023904
2007-Q1,New,Subprime,7,84,2221400.0,3,77771.0,38140.0,0.035714,0.03501
2007-Q1,New,Subprime,8,84,2221400.0,4,103738.0,49504.0,0.047619,0.046699
2007-Q1,New,Subprime,9,84,2221400.0,4,103738.0,49504.0,0.047619,0.046699
2007-Q1,New,Subprime,10,84,2221400.0,4,103738.0,49504.0,0.047619,0.046699
2007-Q1,New,Subprime,11,84,2221400.0,4,103738.0,49504.0,0.047619,0.046699
2007-Q1,New,Subprime,12,84,2221400.0,4,103738.0,49504.0,0.047619,0.046699
2007-Q1,New,Subprime,13,84,2221400.0,4,103738.0,49504.0,0.047619,0.046699
2007-Q1,New,Subprime,14,84,2221400.0,4,103738.0,49504.0,0.047619,0.046699
2007-Q1,New,Subprime,15,84,2221400.0,4,103738.0,49504.0,0.047619,0.046699
2007-Q1,New,Subprime,16,84,2221400.0,5,125527.0,59813.0,0.059524,0.056508
2007-Q1,New,Subprime,17,84,2221400.0,5,125527.0,59813.0,0.059524,0.056508
2007-Q1,New,Subprime,18,84,2221400.0,5,125527.0,59813.0,0.059524,0.056508
2007-Q1,New,Subprime,19,84,2221400.0,6,137850.0,65169.0,0.071429,0.062056
2007-Q1,New,Subprime,20,84,2221400.0,6,137850.0,65169.0,0.071429,0.062056
2007-Q1,New,Subprime,21,84,2221400.0,7,153469.0,66689.0,0.083333,0.069087
2007-Q1,New,Subprime,22,84,2221400.0,7,153469.0,66689.0,0.083333,0.069087
2007-Q1,New,Subprime,23,84,2221400.0,7,153469.0,66689.0,0.083333,0.069087
2007-Q1,New,Subprime,24,84,2221400.0,9,181001.0,78565.0,0.107143,0.081481
2007-Q1,New,Subprime,25,84,2221400.0,9,181001.0,78565.0,0.107143,0.081481
2007-Q1,New,Subprime,26,84,2221400.0,9,181001.0,78565.0,0.107143,0.081481
2007-Q1,New,Subprime,27,84,2221400.0,9,181001.0,78565.0,0.107143,0.081481
2007-Q1,New,Subprime,28,84,2221400.0,9,181001.0,78565.0,0.107143,0.081481
2007-Q1,New,Subprime,29,84,2221400.0,9,181001.0,78565.0,0.107143,0.081481
2007-Q1,New,Subprime,30,84,2221400.0,9,181001.0,78565.0,0.107143,0.081481
2007-Q1,New,Subprime,31,84,2221400.0,9,181001.0,78565.0,0.107143,0.081481
2007-Q1,New,Subprime,32,84,2221400.0,9,181001.0,78565.0,0.107143,0.081481
2007-Q1,New,Subprime,33,84,2221400.0,9,181001.0,78565.0,0.107143,0.081481
2007-Q1,New,Subprime,34,84,2221400.0,10,192103.0,84455.0,0.119048,0.086478
2007-Q1,New,Subprime,35,84,2221400.0,10,192103.0,84455.0,0.119048,0.086478
2007-Q1,New,Subprime,36,84,2221400.0,10,192103.0,84455.0,0.119048,0.086478
2007-Q1,New,Subprime,37,84,2221400.0,10,192103.0,84455.0,0.119048,0.086478
2007-Q1,New,Subprime,38,84,2221400.0,10,192103.0,84455.0,0.119048,0.086478
2007-Q1,New,Subprime,39,84,2221400.0,10,192103.0,84455.0,0.119048,0.086478
2007-Q1,New,Subprime,40,84,2221400.0,10,192103.0,84455.0,0.119048,0.086478
2007-Q1,New,Subprime,41,84,2221400.0,10,192103.0,84455.0,0.119048,0.086478
2007-Q1,New,Subprime,42,84,2221400.0,10,192103.0,84455.0,0.119048,0.086478
2007-Q1,New,Subprime,43,84,2221400.0,10,192103.0,84455.0,0.119048,0.086478
2007-Q1,New,Subprime,44,84,2221400.0,10,192103.0,84455.0,0.119048,0.086478
2007-Q1,New,Subprime,45,84,2221400.0,10,192103.0,84455.0,0.119048,0.086478
2007-Q1,New,Subprime,46,84,2221400.0,10,192103.0,84455.0,0.119048,0.086478
2007-Q1,New,Subprime,47,84,2221400.0,10,192103.0,84455.0,0.119048,0.086478
2007-Q1,New,Subprime,48,84,2221400.0,10,192103.0,84455.0,0.119048,0.086478
2007-Q1,New,Subprime,49,84,2221400.0,10,192103.0,84455.0,0.119048,0.086478
2007-Q1,New,Subprime,50,84,2221400.0,10,192103.0,84455.0,0.119048,0.086478
2007-Q1,New,Subprime,51,84,2221400.0,10,192103.0,84455.0,0.119048,0.086478
2007-Q1,New,Subprime,52,84,2221400.0,10,192103.0,84455.0,0.119048,0.086478
2007-Q1,New,Subprime,53,84,2221400.0,10,192103.0,84455.0,0.119048,0.086478
2007-Q1,New,Subprime,54,84,2221400.0,10,192103.0,84455.0,0.119048,0.086478
2007-Q1,New,Subprime,55,84,2221400.0,10,192103.0,84455.0,0.119048,0.086478
2007-Q1,New,Subprime,56,84,2221400.0,10,192103.0,84455.0,0.119048,0.086478
2007-Q1,New,Subprime,57,84,2221400.0,10,192103.0,84455.0,0.119048,0.086478
2007-Q1,New,Subprime,58,84,2221400.0,10,192103.0,84455.0,0.119048,0.086478
2007-Q1,New,Subprime,59,84,2221400.0,10,192103.0,84455.0,0.119048,0.086478
2007-Q1,New,Subprime,60,84,2221400.0,10,192103.0,84455.0,0.119048,0.086478
2007-Q1,Used,Super Prime,1,171,2254200.0,0,0.0,0.0,0.0,0.0
2007-Q1,Used,Super Prime,2,171,2254200.0,0,0.0,0.0,0.0,0.0
2007-Q1,Used,Super Prime,3,171,2254200.0,0,0.0,0.0,0.0,0.0
2007-Q1,Used,Super Prime,4,171,2254200.0,0,0.0,0.0,0.0,0.0
2007-Q1,Used,Super Prime,5,171,2254200.0,0,0.0,0.0,0.0,0.0
2007-Q1,Used,Super Prime,6,171,2254200.0,0,0.0,0.0,0.0,0.0
2007-Q1,Used,Super Prime,7,171,2254200.0,0,0.0,0.0,0.0,0.0
2007-Q1,Used,Super Prime,8,171,2254200.0,0,0.0,0.0,0.0,0.0
2007-Q1,Used,Super Prime,9,171,2254200.0,0,0.0,0.0,0.0,0.0
2007-Q1,Used,Super Prime,10,171,2254200.0,0,0.0,0.0,0.0,0.0
2007-Q1,Used,Super Prime,11,171,2254200.0,0,0.0,0.0,0.0,0.0
2007-Q1,Used,Super Prime,12,171,2254200.0,0,0.0,0.0,0.0,0.0
2007-Q1,Used,Super Prime,13,171,2254200.0,0,0.0,0.0,0.0,0.0
2007-Q1,Used,Super Prime,14,171,2254200.0,0,0.0,0.0,0.0,0.0
2007-Q1,Used,Super Prime,15,171,2254200.0,0,0.0,0.0,0.0,0.0
2007-Q1,Used,Super Prime,16,171,2254200.0,1,11712.0,7226.0,0.005848,0.005196
2007-Q1,Used,Super Prime,17,171,2254200.0,2,22974.0,13597.0,0.011696,0.010192
2007-Q1,Used,Super Prime,18,171,2254200.0,2,22974.0,13597.0,0.011696,0.010192
2007-Q1,Used,Super Prime,19,171,2254200.0,2,22974.0,13597.0,0.011696,0.010192
2007-Q1,Used,Super Prime,20,171,2254200.0,2,22974.0,13597.0,0.011696,0.010192
2007-Q1,Used,Super Prime,21,171,2254200.0,2,22974.0,13597.0,0.011696,0.010192
2007-Q1,Used,Super Prime,22,171,2254200.0,2,22974.0,13597.0,0.011696,0.010192
2007-Q1,Used,Super Prime,23,171,2254200.0,2,22974.0,13597.0,0.011696,0.010192
2007-Q1,Used,Super Prime,24,171,2254200.0,2,22974.0,13597.0,0.011696,0.010192
2007-Q1,Used,Super Prime,25,171,2254200.0,2,22974.0,13597.0,0.011696,0.010192
2007-Q1,Used,Super Prime,26,171,2254200.0,2,22974.0,13597.0,0.011696,0.010192
2007-Q1,Used,Super Prime,27,171,2254200.0,2,22974.0,13597.0,0.011696,0.010192
2007-Q1,Used,Super Prime,28,171,2254200.0,2,22974.0,13597.0,0.011696,0.010192
2007-Q1,Used,Super Prime,29,171,2254200.0,2,22974.0,13597.0,0.011696,0.010192
2007-Q1,Used,Super Prime,30,171,2254200.0,2,22974.0,13597.0,0.011696,0.010192
2007-Q1,Used,Super Prime,31,171,2254200.0,2,22974.0,13597.0,0.011696,0.010192
2007-Q1,Used,Super Prime,32,171,2254200.0,2,22974.0,13597.0,0.011696,0.010192
2007-Q1,Used,Super Prime,33,171,2254200.0,2,22974.0,13597.0,0.011696,0.010192
2007-Q1,Used,Super Prime,34,171,2254200.0,2,22974.0,13597.0,0.011696,0.010192
2007-Q1,Used,Super Prime,35,171,2254200.0,2,22974.0,13597.0,0.011696,0.010192
2007-Q1,Used,Super Prime,36,171,2254200.0,2,22974.0,13597.0,0.011696,0.010192
2007-Q1,Used,Super Prime,37,171,2254200.0,2,22974.0,13597.0,0.011696,0.010192
2007-Q1,Used,Super Prime,38,171,2254200.0,2,22974.0,13597.0,0.011696,0.010192
2007-Q1,Used,Super Prime,39,171,2254200.0,2,22974.0,13597.0,0.011696,0.010192
2007-Q1,Used,Super Prime,40,171,2254200.0,2,22974.0,13597.0,0.011696,0.010192
2007-Q1,Used,Super Prime,41,171,2254200.0,2,22974.0,13597.0,0.011696,0.010192
2007-Q1,Used,Super Prime,42,171,2254200.0,2,22974.0,13597.0,0.011696,0.010192
2007-Q1,Used,Super Prime,43,171,2254200.0,2,22974.0,13597.0,0.011696,0.010192
2007-Q1,Used,Super Prime,44,171,2254200.0,2,22974.0,13597.0,0.011696,0.010192
2007-Q1,Used,Super Prime,45,171,2254200.0,2,22974.0,13597.0,0.011696,0.010192
2007-Q1,Used,Super Prime,46,171,2254200.0,2,22974.0,13597.0,0.011696,0.010192
2007-Q1,Used,Super Prime,47,171,2254200.0,2,22974.0,13597.0,0.011696,0.010192
2007-Q1,Used,Super Prime,48,171,2254200.0,2,22974.0,13597.0,0.011696,0.010192
2007-Q1,Used,Super Prime,49,171,2254200.0,2,22974.0,13597.0,0.011696,0.010192
2007-Q1,Used,Super Prime,50,171,2254200.0,2,22974.0,13597.0,0.011696,0.010192
2007-Q1,Used,Super Prime,51,171,2254200.0,2,22974.0,13597.0,0.011696,0.010192
2007-Q1,Used,Super Prime,52,171,2254200.0,2,22974.0,13597.0,0.011696,0.010192
2007-Q1,Used,Super Prime,53,171,2254200.0,2,22974.0,13597.0,0.011696,0.010192
2007-Q1,Used,Super Prime,54,171,2254200.0,2,22974.0,13597.0,0.011696,0.010192
2007-Q1,Used,Super Prime,55,171,2254200.0,2,22974.0,13597.0,0.011696,0.010192
2007-Q1,Used,Super Prime,56,171,2254200.0,2,22974.0,13597.0,0.011696,0.010192
2007-Q1,Used,Super Prime,57,171,2254200.0,2,22974.0,13597.0,0.011696,0.010192
2007-Q1,Used,Super Prime,58,171,2254200.0,2,22974.0,13597.0,0.011696,0.010192
2007-Q1,Used,Super Prime,59,171,2254200.0,2,22974.0,13597.0,0.011696,0.010192
2007-Q1,Used,Super Prime,60,171,2254200.0,2,22974.0,13597.0,0.011696,0.010192
2007-Q1,Used,Prime,1,199,2728300.0,0,0.0,0.0,0.0,0.0
2007-Q1,Used,Prime,2,199,2728300.0,0,0.0,0.0,0.0,0.0
2007-Q1,Used,Prime,3,199,2728300.0,0,0.0,0.0,0.0,0.0
2007-Q1,Used,Prime,4,199,2728300.0,0,0.0,0.0,0.0,0.0
